index,tweet,class
14759,"RT @Blackman38Tide: @WhaleLookyHere Trying to cat fish me, like nuh uh bitch get in the back.",1
14760,RT @BlakeAnderson21: @weston_diamond @sleezy_jeezy @justinmiculka01 not about to shoot this pussy! Ima beat his face into the asphalt t ...,0
14761,"RT @Blakeanthony98: &#8220;@Thompson_Era: &#8220;@hiagokoury: That hoe smashed the whole team !&#8221; 

&#128557;C&#128514;H&#128557;I&#128514;L&#128557;L&#128514;&#8221; Lmao y'all fools&#128514;&#128514;&#128514;&#128514;",1
14762,RT @BlasianBytch: @graceishuman @rhiannonrevolts yellow face and it's a no.,2
14763,RT @BlazeTheGreat_: I hate when niggas get mad cuz you fucked they girl when really he should be happy you showed him that bitch unloyal,1
14764,"RT @BlazeTheGreat_: The most likely signs to be crazy bitches:

Aries
Taurus
Gemini
Cancer
Leo
Virgo
Libra
Scorpio
Sagittarius
Capricorn
Aq&#8230;",1
14765,"RT @BleacherReport: VIDEO: &#8220;Don&#8217;t hurt yourself!&#8221; @kobebryant hits a jumper over a rookie, proceeds to talk trash http://t.co/m8l0nvAim2 ht&#8230;",2
14766,RT @BleacherReport: VIDEO: CFL LB Solomon Elimimian trash talks an opponent during a halftime interview http://t.co/EYjinwIWwE http://t.co/&#8230;,2
14767,RT @BleacherReport: VIDEO: Derek Jeter hits a walk-off single on his final at-bat at Yankee Stadium http://t.co/jM4biAGXU8 http://t.co/3cIJ&#8230;,2
14768,RT @BleekBrown Miramar had the baddest hoes shid hoes looking like they was in college + HAD,1
14769,RT @Blessedyaszay: #IWantToPunchPeopleWho mock God,2
14770,RT @BlissTabitha: Homeowner Shoots Armed Suspect Who Attacked and Pistol Whipped Him http://t.co/VLuEwUGclg,2
14771,"RT @BloggerBoxing: ""No matter where you go, there's always an asshole wearing a Yankees cap.""

-@Sounds_good_bro http://t.co/TbgyIkpv1E",1
14772,RT @BloodBloodBIood: Valentines day is just an extra Christmas for bitches blood,1
14773,"RT @BloopersinLife: Ugh, white trash. http://t.co/BLdNkQUgf3",1
14774,RT @BlueBluesHair: When you and your friend are talking and that bitch y'all heavily don't fuck with walks past http://t.co/l8gNE4xXZg,1
14775,RT @BluntsNextDoor: When a bitch get you fucked up https://t.co/CnlV5nwnxZ,1
14776,RT @BmorePocahontas: Asking his kids if they brought an apple for the teacher &#128514;&#128514;&#128514; he's such a queer,1
14777,RT @BoatBuilder_: call me a free bird,2
14779,RT @BobGNARLEE: Back when I was a young buffalo soldier ha s/o to the bro @_whereisperry #tbt We still in this bitch&#8230; http://t.co/FR1aaIV42x,1
14780,"RT @BobKlap: Asked Betances before the game if he&#8217;d like to be a starter again someday. &#8220;If the Yankees ever asked me, I would. But I&#8217;m a r&#8230;",2
14781,"RT @Bob_Heller: Tell me again how Citizen Kane is the best movie of all time, then go watch Caddyshack. you pretentious film school cunt.",1
14782,RT @Bob_Heller: Whoever called it the lowest common denominator and not stupid pussy number was probably more mature than me and definitely&#8230;,1
14783,"RT @BobbyBlu_Band: Note about 300&#247;30 days in a month, these hoes selling pussy for $10 a pop lol. http://t.co/1tDZ1eQ3vM",1
14786,"RT @Bombfantasyyy: If you aint fucking me , feeding me , or supporting me YOUR OPINION is irrelevant bitch.",1
14787,RT @BongRipBo: @Thompson_Era Muhammad Ali. Roy Gracie out this hoe,1
14788,"RT @Boobah_: These hoes be fucking all of us niggas. I got news for all the monogamous niggas, yo bitch fucking anonymous niggas",1
14789,RT @Boobs_Shoes: On some real nigga shit some bitches need slapped...,1
14790,"RT @Book_Krazy: I don't always get drunk and pass out but when I do, when did they start making colored duct tape?",2
14791,"RT @Booskerz: ""@DailySexSupply: Girls that fuck back &gt;&gt;&gt; &#128525;&#128525; http://t.co/pI064ylhF6"" @iDocLyfe your last one was trash so here",1
14792,RT @BootyGangCult: Some of you bitches aren&#8217;t built to wear certain shit. http://t.co/IjTJvYY2VY,1
14793,RT @BootyGangCult: These hoes out of control https://t.co/TynErthixK,1
14794,RT @BossyDiva__: Come get yo hoe,1
14795,"RT @BoujieAssMeena: I always text my besties like ""bitch call me I got the scoop&#128064;"" &#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;",1
14796,RT @BoujieAssMeena: My bitches got pretty pussy&#128516;&#128516;&#128516;&#128540;&#128540;&#128540;,1
14797,RT @BoutCrazed: The best way to make a hillbilly do something is to tell him he can't do it.,2
14798,"RT @BowDownn_Bitch: Nine times outta ten the bitch using them same unclean brushes on all ten of her clients. I can't with you ""beat faced""&#8230;",1
14799,RT @BowersockNick: Least I ain't broke bitch!,1
14800,"RT @BoyGoten: When Waka said, ""Suck My Dragon Balls bitch call me GOKU!"" http://t.co/N7kP7dS198",1
14801,RT @Br33zyF: Jackie a Old bamma ass bitch,1
14802,RT @Braceface_Tay: Tell them bitches I'll always be your Mrs.&#128141;,1
14803,RT @BradThor We now know more about Twinkies and how old the earth is than what happened in #Benghazi.,2
14804,"RT @Brandan420_: ""You smell like Weed..."" and bitch you smell like sober.",1
14805,RT @Brandee876: ghetto sour cream http://t.co/1meyQQ7B6G,2
14806,RT @BrandonBangerz: &#8220;@mostafa092: &amp; you guys thought sharkiesha and shovel girl were crazy.. she snapped this bitches nose. https://t.co/5&#8230;,1
14807,"RT @BrandonOnDrums: ""She still a bitch"" RT @Mryungone: Lol so what do you tweet if you lose?",1
14808,"RT @BrandonTierney: Crooked number followed by shut down frame, love it. #Yankees",2
14809,RT @BrandonTierney: Grinding! #Yankees,2
14810,RT @BrandonTweets__: Who else remembers these bitches http://t.co/MjrypfCjPd,1
14811,RT @BranninWGL: RT @QB_Hitman: RT @latry: But thats your baby mom though. RT @Tyga: That ain't my hoe.,1
14812,"RT @BraveConWarrior: GRAPHIC ~&gt; 150 Christians MASSACRED By Jihadi Muslims While They Slept! Including Pastor, His Wife &amp; Kids http://t.co/&#8230;",2
14813,"RT @BreadTruckkBri: ""@VoiceOfDStreetz: &#8220;@BreadTruckkBri: These hoes gon come &amp;&amp; go, i feel it.&#8221;"" boy, lol",1
14814,RT @BreadTruckkBri: Denzy a hoe &#128514;&#128514;&#128514;,1
14815,RT @BreeBGorgeous: Females now a days don't like to do anything freaky because . You niggas gossip about it like bitches .,1
14816,"RT @Brendaaaa05: I'm in love with mary jane and codine
I don't love these hoes",1
14817,"RT @Brennanculp: But if you a hoe, do you. I ain't judging you. Get it in, but don't hurt someone in the process, be straight up ab it",1
14818,"RT @BrentLanders6: Charlie: ""My last two songs will be quasi-religious songs for the sake of @WhiteIronBand who's coming up next.""",2
14819,RT @Brezsha_Imani: He tweet like a bitch broke his heart,1
14820,"RT @BriWh0: Niggas gossip like hoes, most of 'em bitches",1
14821,RT @BrianFromWork: @ThatOneGirlPink @coL_TuQuick naw bitches want attention not respect... Real women want respect #truth,1
14823,"RT @Brianhopecomedy: &#8220;Daddy, Batman&#8217;s parents are dead.&#8221;

&#8220;Yup.&#8221;

&#8220;And Superman&#8217;s.&#8221;

&#8220;Yup.&#8221;

&#8220;What am I going to be when you die?&#8221;

&#8220;Sad ho&#8230;",2
14824,RT @BriannDominguez: Don't unfollow I got the app bitch,1
14825,RT @BriannDominguez: Gasoline - daddy Yankee &#128175;&#128076;,2
14826,RT @BriannDominguez: Green and yellow -lil Wayne &#128155;&#128154;&#128175;&#128175;&#128175;&#128175;,2
14827,RT @BriannaChevonne: Birds of a feather flock 2gether. Hoes friends with hoes. Bitter women be with other bitter ones. Haters be with hater&#8230;,1
14828,RT @BriannaLovesA: I'm so sick head colds suuuck. And on top of that @justusabbott had to challange me to a beer chug &#128567;&#128567;,2
14829,RT @Brickannn: These bitches are slutty enough without the costumes lol damn,1
14830,RT @BrickyardBeezy: I used to chase hoes now it's Dollar$igns,1
14831,RT @BrickyardBeezy: I'm money hungry man these bitches can't do nuffin for me,1
14832,RT @Brit_Stratton: Justification of my bitch face. Thanks @zzachbarness. http://t.co/A6giLjeE4x,1
14833,"RT @Brit_Stratton: Me: My bitch face is on point. 
@zzachbarness: That's 24/7. 

#Thanks",1
14834,RT @Brittanny188: Pull up on my ex make that bitch mad&#128514;&#128514;&#128128;&#128128;,1
14835,RT @BroCulture: Dive in the pussy like http://t.co/0YboIklkbt,1
14837,RT @BroadDayJay_: Fellas remember to stock up on thermals and Timbs before the dykes buy them all,1
14838,RT @BrodyBolerjack: @Tonyjohns000 johns.... be honest.... you got hoes in different area codes,1
14839,RT @BroganWebber: Beyonc&#233; is trash.,0
14840,RT @BroganWebber: Wiz is garbage to be put in the trash can known as Beyonc&#233; to be put in a dumpster known as the VMAs.,2
14841,RT @BrooklynKC23: @Vivalaquintaa yes I love her like pussy money weed,1
14842,RT @BrooksBeau: Follow spree cunts. Just retweet this #followmeBeau,1
14843,RT @BrooksHeineman: @YoungPeezyy @512JORGE With me bitch.,1
14844,RT @Brooooo_: why all these hoes trynna be gay now? lmao,1
14845,"RT @BrosConfessions: ""Ate pussy for the first time today. All I have to say is ... I think I may have a new favorite food""- Michigan",1
14846,"RT @BrosConfessions: ""If you are nice girls, they will be bitches to you. If you are an asshole, girls will want your dick. #womanlogic""",1
14847,"RT @BrosConfessions: ""People congratulate on losing weight for my health, but in reality I lost all the weight so I could fuck hot bitches""&#8230;",1
14848,"RT @BrosConfessions: ""Unlike a lot of these bros, I actually care about my girl and I love her. It's not called being a pussy, it's called &#8230;",1
14849,RT @BrosConfessions: Charlie Sheen is a legend #ForTheBros http://t.co/nbYjumIkQA,2
14850,RT @BrosConfessions: Don't be a pussy &#128076; http://t.co/J3USrLfo9A,1
14851,RT @BrosConfessions: Ungrateful bitches ... http://t.co/aQCGKBxkcm,1
14852,RT @Broski519: How bitches look wen they hear their song in da club http://t.co/F2OyCfK90s,1
14853,RT @Broski5519 Lauderdale. . + that's where the hoes at?,1
14854,RT @Broski5519: Call her 1st thing in da AM.... Let her know dat pussy on yo mind....,1
14855,RT @Broski5519: Lmao.. bitches hate u but still follow u...,1
14856,RT @Broski5519: Niggas dat don't get no pussy are usually the ones thirstin these big or ugly bitches.. givin them more confidence then the&#8230;,1
14857,RT @Broski5519: Sum of u bitches too old for braces....,1
14858,"RT @BrothaLuke: All a nigga need is money. 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
Fuck a bitch",1
14859,RT @BrownskinLiquor: no hoes.,1
14860,"RT @Brownskinn_19: Can't trust none of these bitches, DON'T trust none of these hoes &#9995;",1
14861,RT @BruceForce: Study these birds closely. See if you can spot the female. It can be done. Even with limited bird watching skills. http://t&#8230;,2
14862,RT @BruceVH: Getting over a painful experience is like crossing the monkey bars. You have to let go at some point in order to move forward.&#8230;,2
14863,RT @Brucewayneakia: This is what the niggers dont like http://t.co/0lRdpIZEd0,1
14864,RT @BrwnSkinGirly: Soulja boy bitch so Aggravating &#128553;&#128553;&#128553;all that nagging &amp; shit .. I hope Ion sound like her &#128514;&#128514;&#128564;,1
14865,RT @BryanBalsamo: @1__dev I could if I tried but my money feels better then any pussy I've ever had,1
14866,RT @BryanHoch: Just 113 days until Yankees pitchers and catchers report.,2
14867,RT @BryceSerna: Don't be a pussy grab the booty. Love the booty. Appreciate the booty.,1
14868,"RT @BubbaFishh: @Huntermoore @claire_mac this cunt is still talking!? Holy fuck, can you just get breast cancer already",1
14869,RT @Bubzayy: Just this one eye can take your bitch http://t.co/x1r34fMeAE,1
14870,RT @BuckeyeWearing: I want some popcorn hoes bol,1
14871,RT @Buckm00se: @Eric_Mariners @_WhitePonyJr_ @JC_1221 this faggot is a lil attention whore fuck him #mute,1
14872,"RT @Buckm00se: @Wildblood817 I seen what you look like ,not impressed.dont talk shit you dirt looking bitch",1
14873,RT @Buckm00se: @_WhitePonyJr_ @ivanrabago_ when i drink some beurs kid . plus ur a faggot anyways,1
14874,RT @Buckm00se: abel is a 43 yrs old beaner working @ home depot and he didn't want to hang out with you = major L,2
14875,RT @Buckm00se: chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner,0
14876,RT @Buckm00se: if i dont get drafted for the squad we gonna have some problems drop the faggot jesus,0
14878,RT @Buckm00se: kill this beaner,0
14879,RT @Bucky_Montana: If this was high school ER body catch A's hoe lmao &#128557;&#128514;&#128514;&#128514; http://t.co/bPfz7sl2mp,1
14880,RT @BudaHefner74: &#8220;@breathTaker___: Wake up in the morning give me head bitch &#128514;&#128557;&#8221;,1
14881,RT @BudaHefner74: Fuck dat bitch,1
14882,RT @BudaHefner74: I like blowing loud wit bad bitches &#128111;,1
14883,RT @BudaHefner74: It ain't no hoe&#128581; in my blood &#128137;,1
14884,RT @BudaHefner74: Roll up let's get high let's get high bitch,1
14885,RT @BudaHound: Been popping all my life what's fame 2 me.. bitches been stalking all my life bitches ain't a thang 2 me,1
14886,RT @BudapecanShellz: This bitch needs to be ray rice'd http://t.co/tX51aFhDDF,1
14887,RT @Bugalou_: Y'all hoes would never get under my skin !!,1
14888,RT @Bugatti_Bee: Bad bitch her attitude nasty ! Ooh ooh that's my song hoe ' loveoohyie #skyylevelmedia #holipalooza #atl http://t.co/ashAa&#8230;,1
14889,"RT @BullHunitProof: bruh said ""Black girls pussy taste like attitudes and arguments"" LOL",1
14890,RT @BulletDeezy: I just wanna be skinny &amp; fit. SIKE! Thick bitches got it going on. #Ass2Fat #ThundaThighs #JellyRolls #ImStillSexy,1
14891,"RT @BullhammerPT: @HumbleTeej @TrillSmith @onthewrite Shut your bitch ass up. You got something to say about me, mention me. Peezy eyed bit&#8230;",1
14892,RT @BurgerKing: Chicken Fries. @Oreo Shake. Perfection. http://t.co/PdiGLRbhJZ,2
14893,RT @Burrgos: you hang out with a hoe you gonna turn into a hoe,1
14894,RT @ButtholeTeeth: Your pussy looks like it died six months ago.,1
14895,"RT @BuzzFeed: A photographer hid in a trash can to get these adorable engagement photos
http://t.co/75ZOvJEwYh http://t.co/F3VAUX9STw",2
14896,RT @BvttousaiBonez: Ross is tha biggest bitch,1
14897,RT @BwTis: I have no sympathy for people who bitch about situations they get themselves into.,1
14898,"RT @CBurrAndJamal: Mom: ""What happened to ___ *insert old friend name*? You used to be close."" Me: ""Fuck that bitch.""",1
14899,RT @CHAMPAGNE_____: karma's a bitch. don't dish what you can't take. &#128583;,1
14900,"RT @CHlLDHOODRUINER: ""And if you aint a hoe, GET UP OUT MY TRAPHOUSEEEE"" http://t.co/GfOHPUTVhP",1
14901,"RT @CHlLDHOODRUINER: ""Great.... DaQuan got her pregnant and now I'm gonna have a nigger grandbaby"" http://t.co/9aAyrrKNbt",1
14902,"RT @CHlLDHOODRUINER: ""bitch ass nigga square up"" &#128514;&#128514; http://t.co/xK1rpf1NPy",1
14903,RT @CHlLDHOODRUINER: 1000 rts and he'll spark this hoe in here http://t.co/BF90AMgWPo,1
14904,RT @CHlLDHOODRUINER: gotta keep these hoes on point http://t.co/gWeFICReBH,1
14905,RT @CHlLDHOODRUINER: iphone 6 is trash watch me glo up http://t.co/XYwPaslCoB,2
14906,RT @CHlLDHOODRUINER: she paid $5 to hold the monkey and look what he did &#128514;&#128557;&#128553; this monkey real af http://t.co/NgeCuWehHb,2
14907,RT @CHlLDHOODRUINER: she taught these hoes how to pose http://t.co/aiObO34baA,1
14908,RT @CHlLDHOODRUINER: taking out the trash at night http://t.co/UhXTOgP4jZ,2
14909,RT @CHlLDHOODRUINER: when u deep in the pussy http://t.co/0uFAhhYrUe,1
14910,RT @CHlLDHOODRUINER: who else hated this bitch nigga ?? http://t.co/8jwGmV4Yet,0
14911,"RT @CMPunk: @brandonspears because he was a cunt, Brandon. Don't be a cunt.",1
14912,RT @CNNMoney: Breathe easy: Twinkies due back on shelves by summer http://t.co/pFLaTel2Sx,2
14913,"RT @COD_PR0BS: Me: ""Yeah I think I'll get off early tonight and get a good nights rest. 

4:00am: ""Not tonight bitch, not tonight.""",1
14914,RT @CP24: Reports say female victim was shot while waiting for an Oreo McFlurry,2
14915,"RT @C_Phil_13: Man... I was trying to eat &#128555; ""@kylegotjokes: ""Nigga you said it was bitches out here, I showed up for nothin!"" http://t.co/u&#8230;",0
14916,RT @C_Pritchett_: &#8220;@1BookieG: Money can't buy you love so I don't pay for no pussy&#8221;,1
14917,RT @C_da_Esquire: Who tweeting with last night pussy/ass or dick on they breath this morning?,1
14918,RT @CaLvii: @troncat1003 theyre afraid of being a bitch in person,1
14919,RT @CaNdY_n_VoDkA: -Not every nigga is pressed for pussy.......specially yours.,1
14920,RT @CaNdY_n_VoDkA: -You hoes ain't leaving a ain't shit nigga bc he's YO ain't shit nigga n you don't want the other hoe to win.,1
14921,RT @CaciTeamorDie: I don't wanna be a hoe &#128549;,1
14922,RT @Cajun_peach: Because humans aren't delicious ho RT @peta: Smarter than dogs AND your 3-year-old child. So why EAT them? http://t.co/eRT&#8230;,2
14923,RT @CakebossLex: &#8220;@LaughAtProblems: I need me a bitch that can dance https://t.co/jDXiD5I9DK&#8221; lmfao this is ode,1
14924,RT @CaliStrong1: And I probably fucked yo bitch homie....,1
14925,"RT @CallHerEbby: It's a girl out there who let Russ pay her for her pussy and never has to see him again, meanwhile I read this nigga tweet&#8230;",1
14926,RT @CallMeRenee_: &#128514;&#128514;&#128514; I think im high naaa or she maddd at her toe im diein &#128557; i can hear her naa .. Damn dawg ol bitch ass toe &#128557;&#128557;,1
14927,RT @CallMeRenee_: &#8220;@1inkkofrosess: @CallMeRenee_ &#128514;&#128514;&#128514;&#128553;&#9996;&#65039; my bad bitch im logged in on everybody shit&#8221;hell yeaa me too seen tiff just tweet f&#8230;,1
14928,RT @CallMeRenee_: &#8220;@1inkkofrosess: @CallMeRenee_ wussup bitch&#8221;cooling hoe,1
14929,RT @CallMeRenee_: &#8220;@1inkkofrosess: @CallMeRenee_ wussup bitch&#8221;nun finna take it in,1
14930,RT @CallMeRenee_: &#8220;@1inkkofrosess: stupid ass toe dog dam&#8221;&#128514;&#128514; bitch you mad at your toe &#128553; dumb hoe yo toe aint wanna be stomped .,1
14931,RT @CallMeRenee_: @1inkkofrosess @Bojieasx ohh bitch you might pass lol,1
14932,RT @CallMeRenee_: @1inkkofrosess hey hoe,1
14933,RT @CallMeRenee_: @1inkkofrosess yasss bitch you did it,1
14934,RT @CallMeRenee_: The beat tho &#128076;bitch im trying bone,1
14935,RT @CaloMitchell: Fuck a title bitch throw that ass back YE YE,1
14936,"RT @CamAnderson31: @FrancoisKilljoy @202SOLE YOU might not but the reaction was the same, everyone said that brand was trash yet all his sh&#8230;",1
14937,RT @Cam_Major: naw no bs tho...if u under lets say 20 and u got like 15 bodies...u def a hoe lol. theres no debating that.,1
14938,RT @Cameron_773: You a hoe if your cellphone bill more than $100 a month,1
14939,RT @CanIFuckOrNah: i'm a bitch but a sweetheart u feel me,1
14940,RT @Cancerous_Kevin: @TimRossComedy @Michael_Craig12 I feel like Tim Ross is a nigger,0
14941,RT @CantBeLocal: Bruh these hoes psychic now http://t.co/Y6pFS0kPVZ,1
14942,RT @CantBeLocal: The 6 commandments of being a hoe http://t.co/85Z6PYXGpJ,1
14943,RT @CapitalT____: How you put ya hoes before ya girlfriend .. &#128564;,1
14944,RT @CapoToHeaven Niggas will cheat and not even know that bitch name. That shit aint cheating.,1
14945,RT @CapoToHeaven Sorority girls the absolute worst bitches,1
14946,RT @CappDaPrez: Bust dat pussy wide OPEN,1
14947,RT @CappDaPrez: I tell a bitch dont RT my shit unless u suckin/fuckin,1
14949,"RT @CaramelKushh: these bitches love wyandanch niggas i tell you , i always see yall o.t bitches out here wit them . but keep frontin for t&#8230;",1
14950,"RT @Carlcjsmith: Don't tell a girl you'll never eat pussy, cus you just lost. That means all you do is have sex, and you boring.",1
14951,RT @Carlozxivir: @VocaToaster ching chong,0
14952,"RT @CarmeelaCuuh: I be like wassup bitch?!
&#175;\( &#728;o&#728;)/&#175;
 ) )
 | \
 | |_
""huh? nothing""

 that's what I thought hoe.
(&#728;o&#728; )
 &lt;) &#8230;",1
14953,RT @CarsonTyler85: @Thompson_Era hell yea ill rep your shirt to fam lol #BetterWithPets TeamDonny in this hoe &#128074;&#128074;,1
14954,RT @CarterBoy_leake: If you fucked in car before you gotta know you a hoe &#128514;,1
14955,RT @Carxlito: &#8220;@tropicaldrew_: @TonyGetsBjs_ I know! It was that dana whore. If I get rid of them rn will you donate one to me&#8221; that bitch &#8230;,1
14956,RT @CashOutMolly: bitches is stupid .. they get cheated on BY THEY MAN and wanna go fight the girl . NO BITCH leave that nigga and move on &#8230;,1
14957,RT @Cashbethemotive: @HaveMercyyy @killquana ooh yea @gucci1017 !! Getting all hoes!,1
14958,RT @Cashmere_Nasir: @SkinnyBee__ @BossLifePiFF you lil stupid lil bitch she ain't fuckin with you (bug Sean voice),1
14959,"RT @CauseWereGuys: Call a girl a ""bitch"" and she'll get offended but if u put ""bad"" in front she'll swear she's a queen",1
14960,RT @CauseWereGuys: Dumb bitch lol http://t.co/ZBUo9ZOj2e,1
14961,"RT @CauseWereGuys: Element number 35 is Bromine and it comes before number 67 Ho (Holmium). Therefore, its Bros before hoes.",1
14962,RT @CauseWereGuys: Flirting with bitches on a Twitter like http://t.co/03PgoQQjYS,1
14963,"RT @CauseWereGuys: Freeze bitch, I'm gonna steal your heart http://t.co/zKSYUwV8QV",1
14964,RT @CauseWereGuys: How to get unlimited pussy in high school http://t.co/0yaDezrREr,1
14965,RT @CauseWereGuys: If these 3 drop a song together bitches will never run out of quotes http://t.co/wITDIIgcye,1
14966,RT @CauseWereGuys: If you're not a little bitch http://t.co/92fliCL627,1
14967,"RT @CauseWereGuys: It's bros before hoes, not bros before your girlfriend. If you find a good girl, she needs to be put above everything. T&#8230;",1
14968,RT @CauseWereGuys: Kissing a girl you you actually really like feels better than fucking a sloppy hoe.,1
14969,"RT @CauseWereGuys: Life is a bitch and harsh enough. Guys need a girl that will make them feel better and help relieve some of the stress, &#8230;",1
14970,RT @CauseWereGuys: List of bitches who want my dick... http://t.co/RIlGVBoghl,1
14971,RT @CauseWereGuys: Marilyn Monroe was the biggest hoe of all time... bitches worship her like she got a Nobel Prize and all she did was fuc&#8230;,1
14972,RT @CauseWereGuys: No bitch ass chick flick will ever be as sad as this movie http://t.co/OLmaJvztpR,1
14973,"RT @CauseWereGuys: Sex on 1st date dont mean you a hoe, waiting 120 days wont make you a wife, cute pics dont mean you happy &amp; having a tit&#8230;",1
14974,RT @CauseWereGuys: Texting bitches at 11:12 to make their dreams come true,1
14975,RT @CauseWereGuys: We all know a hoe like this http://t.co/NvlN1xlInW,1
14976,RT @CauseWereGuys: When bitches talk about their boyfriend 24/7 http://t.co/KEeJvwbGbR,1
14977,RT @CauseWereGuys: When the fakest bitch you know tweets about being real http://t.co/lHq8GUCiAw,1
14978,RT @CauseWereGuys: When you marry a hoe and only realize it 20 years later http://t.co/BIDlPEOA3P,1
14979,RT @CauseWereGuys: When you realize bae is a hoe http://t.co/OkVjxdL7ZW,1
14980,RT @CauseWereGuys: You're a pussy http://t.co/Ufrr2RdcXm,1
14981,"RT @CayMarieee: He said "" like u got the money to do that ""&#128514;&#9995; don't forget I'm not yo ex bitch, I ain't broke. &#128175;",1
14982,"RT @CayMarieee: I love my BFFL, she don't even smoke but for my bday bitch gone b turntttt fa me &#128153;&#128520;",1
14983,RT @CayMarieee: Some bitches turned on me with bitched that once turned on them. &#128121;,1
14984,RT @CbazzThaGreat: Wanna know if a bitch hygiene up to par. Wipe behind that bitch ear and put it to her nose. If she flinch.....you got ya&#8230;,1
14985,RT @CdashRay: If all you gunna do is bitch then take ya ass home,1
14986,RT @Cesar_Wtx: Pink nipples are cute but some be looking nasty than a bitch! &#128567;,1
14987,"RT @ChaBoyLilBill: Lightup Sketchers,

Definition: kick your feet together and watch the bitches flock.

Sentence: blinding bitches when yo&#8230;",1
14988,RT @ChaRLeZHuSsLe81: Candy Corn &amp; Peeps Are Hoe Candy &#8220;@SimplySoulful: &#8220;@FrancisJstn: Candy Corn Trash&#8221; super trash&#8221;,1
14989,"RT @Chaaaauncey: Top 5 Cartoon bitches id fuck
1. Shego
2. Dexters mom
3. Lola bunny
4. Jessica rabbit
5. Timmy turner's mom",1
14990,RT @Chaantellie: Beyonc&#233; seems like a bitch,1
14991,"RT @ChadJordan23: ""Chad you got all the hoes""

""Why are you texting me instead of your hoes"" http://t.co/jCSQHeZoRl",1
14992,"RT @ChadJordan23: After a hoe gave you head and say ""It's my turn"" http://t.co/VHfBlTqLnV",1
14993,RT @ChadMatz: @rachelcoursey @alexamees2 lol they turn down to early bunch a pussies,1
14994,"RT @ChadRuhlig: ""Suicide Girl Hopeful"" how about getting a job hopeful, or going to school hopeful you silly bitches!",1
14995,"RT @ChaldeanCutie: ""@Vivalaquintaa: Its a bunch of penis on my timeline literally"" - u want me 2 dm u my pussy lol",1
14996,RT @ChamsFace4music: Early bird catches the worm people,2
14997,"RT @ChannyMaraj You prolly ate ur dad...he hates you @_AintItJayy: Ok dad RT @ChannyMaraj These bitches is really my sons tho Lmaoooooo""",1
14998,RT @ChanseyDaRapper: Make my way right to the trash can with these. RT @DwyaneWade: New Season. New Shoes. #MakeYourOwnWay #WayOfWade http&#8230;,2
14999,RT @CharlesBWaffle: Bitches be in internet relationships tho. Like yous a lonely hoe,1
15000,RT @CharlesBWaffle: These bitches lonely RT @1stName_Bravo Females in Michigan are like those seagulls from Finding Nemo when it comes to d&#8230;,1
15001,RT @CharlesLaCross: Gator needs his GAT punk ass bitch,1
15002,"RT @Charlie_Gru: My wife's doing some sort of ""boot-scootin"" while singing, ""a little less talk and a lot more action!""...where was this ho&#8230;",2
15003,"RT @ChaseMyChucks: ""@viva_based: @CallME__Jetson hoe ass nigga. &#128529;""Hoe Ass Nigga x2",1
15004,RT @ChaseNCashe: Niggas be mentally dating females they never met before. You on instagram double tap'n that ho too much mane.,1
15005,RT @ChavoDaGreat: &#8220;@TreVaughnLG: Frfr come party wimmie I'm leavin this shithole til summfest&#8221; I'm leavin dis hoe before that!,1
15006,RT @Chayeezy: When a bitch got you fucked up but you devoted your life to the Lord so you gotta stand there like you aint mad http://t.co/7&#8230;,1
15007,"RT @Cheddar85: Dudes taking ""selfies"" aint cute. .... ya pussies",1
15008,RT @CheefPolo: My bitch wanna post a thirst trap ima just not pay the water bill that month. We all gon be thirsty,1
15009,"RT @CheefPolo: Niggas be like ""I get 3 times the pussy you get"" jokes on you fam 3 times 0 is zero",1
15010,RT @CheefPolo: Trippin over a rock &gt;&gt; trippin over a bitch,1
15011,RT @CheefPolo: bitches love coming out in public naked &#8220;@ESPNDaniel: Don't do this &#8220;@basedlightskin: !!!! http://t.co/WgD3mNd55V&#8221;&#8221;,1
15012,"RT @CheefPolo: i hate when bitches be like ""deeper, deeper"" bitch what u thought i had some spare dick in my back pocket i was saving?",1
15013,"RT @CheefQueef: Chocolate pussy ""@JennnVeee: 4. Favorite candy?""",1
15014,"RT @CheefQueef: Well damn. ""@PassDAPiff: Make her a single mother RT @LilTy4Real: What if you finally get the pussy &amp; it's garbage?""",1
15015,RT @ChefBoiRlee: Yall hoes don't cook on sundays no more huh?,1
15016,RT @Chef____: I rather see wifey happy then see a hoe naked common sense niggas treat hoes Better then the one that loves them and been the&#8230;,1
15017,RT @Chello_Sosa: These niggas in gangs jus be tryna fit in or jus be tryna get somebody to ride fa em or wit most of u niggas bitches,1
15018,RT @CherryBby_xoxo: If this bitch don't just go through the freaking packet &#128530;,1
15019,RT @CheyenneWright_: @villasenor_30 it means you're a faggot lol,0
15020,RT @ChiChi_knows: Chris brown a bitch because everyone talks about his relationship. Why come at two females? Charlemagne be saying the sam&#8230;,1
15021,RT @ChickenColeman: I need some hoes man real shit,1
15022,RT @ChicoFlicoFlame: Every super hero a bitch except iron man Peter Parker the biggest hoe loser ass nigga no bitches no cribs no whips,1
