index,sentiment:hate,sentiment:hatenor,sentiment:neg,sentiment:negnor,sentiment:pos,sentiment:posnor
15728,1,0.111111111,1,0.111111111,2,0.222222222
15729,0,0,2,0.1,0,0
15730,1,0.055555556,2,0.111111111,0,0
15731,0,0,1,0.0625,0,0
15732,0,0,0,0,0,0
15733,2,0.133333333,3,0.2,0,0
15734,1,0.05,4,0.2,0,0
15735,1,0.052631579,1,0.052631579,1,0.052631579
15736,0,0,0,0,0,0
15737,0,0,0,0,0,0
15738,1,0.041666667,4,0.166666667,0,0
15739,0,0,1,0.0625,1,0.0625
15740,0,0,2,0.222222222,0,0
15741,1,0.2,1,0.2,0,0
15742,0,0,1,0.166666667,0,0
15743,0,0,0,0,0,0
15744,0,0,1,0.04,0,0
15745,1,0.058823529,1,0.058823529,0,0
15746,1,0.0625,0,0,2,0.125
15747,6,0.162162162,7,0.189189189,0,0
15748,1,0.058823529,1,0.058823529,0,0
15749,1,0.043478261,3,0.130434783,2,0.086956522
15750,1,0.058823529,2,0.117647059,2,0.117647059
15751,1,0.1,1,0.1,1,0.1
15752,0,0,2,0.083333333,1,0.041666667
15753,0,0,2,0.125,0,0
15754,0,0,1,0.033333333,0,0
15755,0,0,3,0.107142857,0,0
15756,0,0,2,0.074074074,0,0
15757,2,0.083333333,3,0.125,0,0
15758,1,0.142857143,0,0,1,0.142857143
15759,0,0,0,0,2,0.181818182
15760,1,0.090909091,0,0,0,0
15761,1,0.166666667,0,0,0,0
15762,0,0,1,0.033333333,1,0.033333333
15763,1,0.125,2,0.25,0,0
15764,0,0,0,0,1,0.045454545
15765,0,0,0,0,1,0.0625
15766,0,0,1,0.076923077,1,0.076923077
15767,1,0.038461538,2,0.076923077,0,0
15768,0,0,2,0.064516129,0,0
15769,0,0,2,0.153846154,0,0
15770,0,0,2,0.0625,0,0
15771,0,0,0,0,1,0.047619048
15772,1,0.083333333,0,0,1,0.083333333
15773,1,0.045454545,1,0.045454545,0,0
15774,1,0.1,0,0,0,0
15775,1,0.111111111,0,0,1,0.111111111
15776,0,0,0,0,1,0.04
15777,0,0,1,0.0625,0,0
15778,0,0,1,0.047619048,2,0.095238095
15779,1,0.076923077,2,0.153846154,0,0
15780,1,0.090909091,3,0.272727273,0,0
15781,1,0.2,1,0.2,0,0
15782,1,0.125,2,0.25,0,0
15783,0,0,1,0.037037037,0,0
15784,1,0.04,3,0.12,0,0
15785,1,0.090909091,2,0.181818182,1,0.090909091
15786,1,0.066666667,1,0.066666667,0,0
15787,0,0,3,0.103448276,0,0
15788,1,0.071428571,3,0.214285714,1,0.071428571
15789,1,0.083333333,1,0.083333333,1,0.083333333
15790,1,0.052631579,1,0.052631579,0,0
15791,1,0.05,0,0,2,0.1
15792,1,0.043478261,1,0.043478261,2,0.086956522
15793,0,0,0,0,1,0.111111111
15794,1,0.045454545,3,0.136363636,1,0.045454545
15795,1,0.076923077,1,0.076923077,2,0.153846154
15796,1,0.071428571,1,0.071428571,1,0.071428571
15797,0,0,1,0.142857143,0,0
15798,1,0.052631579,1,0.052631579,0,0
15799,1,0.035714286,1,0.035714286,2,0.071428571
15800,1,0.052631579,1,0.052631579,0,0
15801,1,0.333333333,1,0.333333333,0,0
15802,0,0,0,0,0,0
15803,0,0,0,0,0,0
15804,0,0,0,0,0,0
15805,0,0,0,0,0,0
15806,0,0,0,0,0,0
15807,0,0,3,0.136363636,0,0
15808,1,0.038461538,1,0.038461538,0,0
15809,0,0,2,0.068965517,3,0.103448276
15810,1,0.047619048,4,0.19047619,2,0.095238095
15811,1,0.034482759,2,0.068965517,0,0
15812,1,0.032258065,1,0.032258065,3,0.096774194
15813,0,0,1,0.04,1,0.04
15814,1,0.058823529,0,0,1,0.058823529
15815,1,0.045454545,0,0,0,0
15816,0,0,2,0.25,0,0
15818,0,0,1,0.038461538,1,0.038461538
15819,1,0.083333333,2,0.166666667,0,0
15820,1,0.03030303,4,0.121212121,1,0.03030303
15821,1,0.0625,2,0.125,1,0.0625
15822,5,0.217391304,5,0.217391304,0,0
15823,0,0,0,0,0,0
15824,1,0.142857143,1,0.142857143,1,0.142857143
15825,1,0.066666667,2,0.133333333,2,0.133333333
15826,0,0,1,0.0625,0,0
15827,1,0.125,0,0,0,0
15828,0,0,0,0,1,0.1
15829,1,0.066666667,1,0.066666667,1,0.066666667
15830,2,0.105263158,2,0.105263158,0,0
15831,1,0.052631579,4,0.210526316,0,0
15832,0,0,3,0.107142857,0,0
15833,2,0.2,1,0.1,0,0
15834,1,0.125,1,0.125,1,0.125
15835,0,0,1,0.052631579,0,0
15836,2,0.0625,10,0.3125,0,0
15837,1,0.04,0,0,1,0.04
15838,1,0.066666667,3,0.2,0,0
15839,0,0,0,0,0,0
15840,0,0,1,0.071428571,1,0.071428571
15841,1,0.111111111,1,0.111111111,0,0
15842,0,0,0,0,0,0
15843,1,0.047619048,1,0.047619048,2,0.095238095
15844,1,0.045454545,5,0.227272727,0,0
15845,1,0.111111111,1,0.111111111,0,0
15846,1,0.111111111,3,0.333333333,0,0
15847,0,0,1,0.038461538,0,0
15848,0,0,0,0,0,0
15849,1,0.0625,1,0.0625,0,0
15850,1,0.090909091,0,0,0,0
15851,1,0.090909091,0,0,0,0
15852,1,0.142857143,1,0.142857143,0,0
15853,0,0,0,0,2,0.105263158
15854,2,0.083333333,6,0.25,0,0
15855,0,0,1,0.1,0,0
15856,1,0.04,0,0,0,0
15857,0,0,1,0.034482759,1,0.034482759
15858,0,0,1,0.0625,0,0
15859,0,0,1,0.038461538,0,0
15860,2,0.071428571,0,0,2,0.071428571
15861,0,0,1,0.037037037,0,0
15862,0,0,1,0.033333333,0,0
15863,1,0.037037037,3,0.111111111,0,0
15864,1,0.05,2,0.1,0,0
15865,1,0.05,3,0.15,0,0
15866,0,0,0,0,0,0
15867,0,0,0,0,0,0
15868,1,0.066666667,2,0.133333333,0,0
15869,0,0,0,0,1,0.166666667
15870,0,0,0,0,0,0
15871,0,0,0,0,1,0.076923077
15872,1,0.038461538,0,0,1,0.038461538
15873,1,0.058823529,1,0.058823529,0,0
15874,3,0.107142857,8,0.285714286,0,0
15875,0,0,1,0.038461538,0,0
15876,0,0,1,0.055555556,0,0
15878,1,0.045454545,0,0,1,0.045454545
15879,0,0,1,0.0625,2,0.125
15880,0,0,0,0,1,0.055555556
15881,0,0,1,0.041666667,0,0
15882,1,0.052631579,3,0.157894737,1,0.052631579
15883,0,0,0,0,1,0.111111111
15884,1,0.055555556,1,0.055555556,1,0.055555556
15885,0,0,0,0,0,0
15886,0,0,0,0,2,0.1
15887,1,0.083333333,1,0.083333333,0,0
15888,0,0,0,0,0,0
15889,1,0.033333333,2,0.066666667,1,0.033333333
15890,1,0.166666667,0,0,1,0.166666667
15891,1,0.083333333,1,0.083333333,1,0.083333333
15892,1,0.142857143,2,0.285714286,0,0
15893,1,0.066666667,0,0,0,0
15894,1,0.1,2,0.2,0,0
15895,0,0,2,0.066666667,0,0
15896,1,0.090909091,2,0.181818182,0,0
15897,0,0,1,0.111111111,0,0
15898,1,0.083333333,1,0.083333333,0,0
15899,0,0,2,0.074074074,2,0.074074074
15900,0,0,2,0.285714286,0,0
15901,0,0,2,0.076923077,0,0
15902,0,0,1,0.043478261,1,0.043478261
15903,1,0.045454545,4,0.181818182,2,0.090909091
15904,0,0,0,0,2,0.181818182
15905,1,0.043478261,1,0.043478261,0,0
15906,1,0.047619048,1,0.047619048,0,0
15907,0,0,0,0,1,0.090909091
15908,1,0.066666667,0,0,0,0
15909,1,0.0625,1,0.0625,1,0.0625
15910,0,0,1,0.055555556,0,0
15911,1,0.0625,1,0.0625,0,0
15912,1,0.125,1,0.125,0,0
15913,2,0.090909091,1,0.045454545,2,0.090909091
15914,0,0,0,0,0,0
15915,0,0,1,0.125,0,0
15916,0,0,0,0,0,0
15917,0,0,0,0,0,0
15918,0,0,0,0,0,0
15919,0,0,1,0.1,0,0
15920,1,0.1,0,0,0,0
15921,1,0.125,1,0.125,1,0.125
15922,1,0.125,0,0,0,0
15923,1,0.111111111,1,0.111111111,0,0
15924,0,0,2,0.066666667,1,0.033333333
15925,1,0.035714286,1,0.035714286,0,0
15926,1,0.041666667,1,0.041666667,1,0.041666667
15927,1,0.043478261,2,0.086956522,1,0.043478261
15928,1,0.125,0,0,0,0
15929,0,0,0,0,0,0
15930,0,0,2,0.090909091,0,0
15931,1,0.125,1,0.125,0,0
15932,1,0.090909091,2,0.181818182,0,0
15933,3,0.103448276,2,0.068965517,0,0
15934,1,0.1,2,0.2,0,0
15935,0,0,0,0,1,0.066666667
15936,1,0.166666667,2,0.333333333,0,0
15937,1,0.111111111,2,0.222222222,0,0
15938,0,0,1,0.111111111,0,0
15939,1,0.052631579,2,0.105263158,0,0
15940,1,0.052631579,1,0.052631579,1,0.052631579
15941,0,0,2,0.076923077,1,0.038461538
15942,0,0,1,0.058823529,1,0.058823529
15943,1,0.05,1,0.05,2,0.1
15944,1,0.071428571,1,0.071428571,0,0
15945,1,0.083333333,0,0,0,0
15946,1,0.090909091,0,0,0,0
15947,0,0,2,0.071428571,0,0
15948,1,0.083333333,2,0.166666667,0,0
15949,2,0.125,1,0.0625,0,0
15950,1,0.058823529,3,0.176470588,0,0
15951,1,0.052631579,2,0.105263158,1,0.052631579
15952,1,0.066666667,1,0.066666667,0,0
15953,0,0,0,0,0,0
15954,0,0,1,0.037037037,1,0.037037037
15955,1,0.111111111,0,0,0,0
15956,0,0,0,0,1,0.090909091
15957,0,0,1,0.037037037,2,0.074074074
15959,0,0,0,0,1,0.1
15960,0,0,0,0,0,0
15961,0,0,0,0,0,0
15962,1,0.05,3,0.15,0,0
15963,0,0,0,0,0,0
15964,1,0.038461538,1,0.038461538,1,0.038461538
15965,1,0.125,2,0.25,0,0
15966,0,0,2,0.08,1,0.04
15967,0,0,2,0.083333333,1,0.041666667
15968,0,0,2,0.066666667,0,0
15969,1,0.083333333,0,0,1,0.083333333
15970,0,0,3,0.115384615,0,0
15971,1,0.071428571,0,0,1,0.071428571
15972,1,0.083333333,1,0.083333333,0,0
15973,1,0.041666667,1,0.041666667,0,0
15974,0,0,0,0,3,0.125
15975,1,0.083333333,1,0.083333333,1,0.083333333
15976,1,0.1,2,0.2,0,0
15977,0,0,1,0.047619048,1,0.047619048
15978,1,0.055555556,2,0.111111111,0,0
15979,1,0.04,2,0.08,0,0
15980,1,0.066666667,1,0.066666667,0,0
15981,1,0.038461538,4,0.153846154,0,0
15982,1,0.071428571,1,0.071428571,1,0.071428571
15983,0,0,1,0.058823529,2,0.117647059
15984,1,0.058823529,2,0.117647059,0,0
15985,1,0.066666667,1,0.066666667,0,0
15986,1,0.0625,1,0.0625,2,0.125
15987,2,0.086956522,1,0.043478261,2,0.086956522
15988,2,0.117647059,1,0.058823529,0,0
15989,2,0.076923077,5,0.192307692,1,0.038461538
15990,1,0.05,0,0,0,0
15991,0,0,2,0.076923077,0,0
15992,0,0,1,0.038461538,0,0
15993,1,0.142857143,1,0.142857143,0,0
15994,2,0.071428571,4,0.142857143,1,0.035714286
15995,1,0.071428571,1,0.071428571,0,0
15996,1,0.033333333,1,0.033333333,2,0.066666667
15997,2,0.076923077,1,0.038461538,1,0.038461538
15998,3,0.125,3,0.125,0,0
15999,0,0,1,0.058823529,1,0.058823529
16000,1,0.047619048,0,0,0,0
16001,0,0,0,0,0,0
16002,0,0,0,0,0,0
16003,1,0.043478261,1,0.043478261,1,0.043478261
16004,0,0,1,0.2,0,0
16005,2,0.095238095,1,0.047619048,1,0.047619048
16006,2,0.166666667,1,0.083333333,0,0
16007,5,0.277777778,4,0.222222222,2,0.111111111
16008,1,0.090909091,2,0.181818182,0,0
16009,1,0.142857143,1,0.142857143,0,0
16010,1,0.05,0,0,2,0.1
16011,0,0,3,0.166666667,1,0.055555556
16012,0,0,0,0,0,0
16013,1,0.111111111,3,0.333333333,0,0
16014,0,0,1,0.043478261,2,0.086956522
16015,0,0,1,0.066666667,0,0
16016,0,0,3,0.130434783,0,0
16017,0,0,2,0.090909091,0,0
16018,0,0,0,0,1,0.071428571
16019,0,0,4,0.2,1,0.05
16020,1,0.142857143,0,0,0,0
16021,1,0.058823529,2,0.117647059,0,0
16022,0,0,0,0,0,0
16023,1,0.045454545,1,0.045454545,1,0.045454545
16024,1,0.111111111,0,0,0,0
16025,1,0.2,1,0.2,0,0
16026,1,0.066666667,1,0.066666667,0,0
16027,0,0,0,0,0,0
16028,1,0.090909091,0,0,0,0
16029,2,0.095238095,1,0.047619048,0,0
16030,1,0.047619048,1,0.047619048,0,0
16031,1,0.05,1,0.05,1,0.05
16032,0,0,1,0.125,0,0
16033,0,0,0,0,0,0
16034,0,0,0,0,0,0
16035,0,0,0,0,0,0
16036,0,0,0,0,0,0
16037,0,0,2,0.083333333,2,0.083333333
16038,0,0,0,0,3,0.107142857
16039,0,0,3,0.115384615,0,0
16040,0,0,2,0.086956522,0,0
16041,0,0,2,0.076923077,0,0
16042,1,0.076923077,1,0.076923077,0,0
16043,1,0.043478261,1,0.043478261,0,0
16044,1,0.166666667,2,0.333333333,0,0
16045,1,0.037037037,1,0.037037037,0,0
16046,0,0,1,0.058823529,0,0
16047,0,0,0,0,0,0
16048,0,0,0,0,0,0
16050,1,0.043478261,1,0.043478261,1,0.043478261
16051,1,0.037037037,0,0,0,0
16052,1,0.083333333,2,0.166666667,0,0
16053,0,0,2,0.105263158,1,0.052631579
16054,1,0.04,0,0,0,0
16055,2,0.08,2,0.08,1,0.04
16056,0,0,0,0,0,0
16057,1,0.066666667,1,0.066666667,0,0
16058,2,0.125,2,0.125,2,0.125
16059,0,0,0,0,0,0
16060,1,0.125,0,0,2,0.25
16061,1,0.083333333,1,0.083333333,1,0.083333333
16062,1,0.083333333,0,0,0,0
16064,1,0.083333333,0,0,0,0
16065,0,0,3,0.09375,0,0
16066,0,0,0,0,1,0.166666667
16067,0,0,0,0,0,0
16068,1,0.066666667,1,0.066666667,0,0
16069,1,0.0625,0,0,0,0
16070,1,0.035714286,3,0.107142857,0,0
16071,1,0.055555556,0,0,0,0
16072,0,0,0,0,0,0
16073,1,0.111111111,1,0.111111111,0,0
16074,1,0.125,1,0.125,0,0
16075,2,0.066666667,3,0.1,0,0
16076,1,0.083333333,1,0.083333333,0,0
16077,1,0.043478261,0,0,1,0.043478261
16078,1,0.25,1,0.25,0,0
16079,1,0.083333333,0,0,0,0
16080,0,0,0,0,1,0.038461538
16081,0,0,1,0.04,1,0.04
16082,1,0.090909091,0,0,0,0
16083,0,0,0,0,1,0.090909091
16084,1,0.076923077,0,0,0,0
16085,1,0.04,6,0.24,2,0.08
16086,1,0.041666667,1,0.041666667,3,0.125
16087,0,0,1,0.111111111,0,0
16088,1,0.111111111,0,0,1,0.111111111
16089,1,0.125,2,0.25,0,0
16090,1,0.066666667,1,0.066666667,1,0.066666667
16091,2,0.142857143,1,0.071428571,0,0
16092,0,0,0,0,0,0
16093,2,0.071428571,1,0.035714286,1,0.035714286
16094,0,0,2,0.1,0,0
16095,1,0.166666667,2,0.333333333,0,0
16096,1,0.083333333,4,0.333333333,1,0.083333333
16097,1,0.25,1,0.25,0,0
16098,1,0.047619048,3,0.142857143,0,0
16099,1,0.066666667,2,0.133333333,1,0.066666667
16100,1,0.033333333,0,0,0,0
16101,1,0.045454545,2,0.090909091,0,0
16102,0,0,0,0,0,0
16103,1,0.052631579,2,0.105263158,0,0
16104,0,0,0,0,0,0
16105,1,0.166666667,1,0.166666667,0,0
16106,1,0.033333333,0,0,1,0.033333333
16107,0,0,1,0.037037037,1,0.037037037
16108,1,0.1,1,0.1,0,0
16109,0,0,0,0,0,0
16110,1,0.076923077,0,0,0,0
16111,1,0.0625,1,0.0625,0,0
16112,0,0,2,0.071428571,1,0.035714286
16113,0,0,2,0.090909091,1,0.045454545
16114,1,0.041666667,1,0.041666667,0,0
16115,1,0.111111111,1,0.111111111,1,0.111111111
16116,0,0,0,0,0,0
16117,1,0.03125,1,0.03125,0,0
16118,1,0.037037037,1,0.037037037,0,0
16119,1,0.066666667,0,0,1,0.066666667
16120,0,0,4,0.5,0,0
16121,1,0.142857143,2,0.285714286,0,0
16122,1,0.066666667,1,0.066666667,1,0.066666667
16123,0,0,0,0,0,0
16124,0,0,4,0.19047619,0,0
16125,0,0,0,0,1,0.05
16126,4,0.166666667,0,0,2,0.083333333
16127,1,0.05,0,0,1,0.05
16128,1,0.043478261,0,0,1,0.043478261
16129,1,0.071428571,0,0,0,0
16130,0,0,0,0,1,0.090909091
16131,0,0,0,0,0,0
16132,1,0.0625,2,0.125,0,0
16133,1,0.052631579,2,0.105263158,0,0
16134,0,0,0,0,0,0
16135,1,0.047619048,2,0.095238095,1,0.047619048
16136,1,0.1,0,0,0,0
16137,1,0.041666667,2,0.083333333,0,0
16138,1,0.090909091,1,0.090909091,0,0
16139,1,0.0625,1,0.0625,0,0
16140,0,0,4,0.363636364,1,0.090909091
16141,1,0.125,0,0,0,0
16142,0,0,0,0,0,0
16143,1,0.111111111,1,0.111111111,1,0.111111111
16144,1,0.090909091,1,0.090909091,0,0
16145,1,0.083333333,1,0.083333333,0,0
16147,1,0.047619048,2,0.095238095,0,0
16148,1,0.25,1,0.25,0,0
16149,0,0,0,0,0,0
16150,1,0.076923077,2,0.153846154,1,0.076923077
16151,1,0.111111111,1,0.111111111,1,0.111111111
16152,0,0,0,0,1,0.125
16153,1,0.035714286,1,0.035714286,1,0.035714286
16154,1,0.090909091,2,0.181818182,0,0
16155,1,0.055555556,2,0.111111111,0,0
16156,1,0.066666667,2,0.133333333,0,0
16157,1,0.111111111,1,0.111111111,0,0
16158,0,0,0,0,0,0
16159,1,0.047619048,3,0.142857143,0,0
16160,0,0,1,0.055555556,1,0.055555556
16161,1,0.125,2,0.25,0,0
16162,1,0.045454545,2,0.090909091,0,0
16163,0,0,0,0,0,0
16164,1,0.04,0,0,0,0
16165,1,0.045454545,1,0.045454545,1,0.045454545
16166,0,0,0,0,0,0
16167,1,0.038461538,4,0.153846154,0,0
16168,1,0.066666667,0,0,0,0
16169,1,0.055555556,2,0.111111111,1,0.055555556
16170,1,0.142857143,0,0,0,0
16171,1,0.125,2,0.25,0,0
16172,1,0.058823529,1,0.058823529,0,0
16173,1,0.142857143,1,0.142857143,0,0
16174,0,0,0,0,0,0
16175,1,0.166666667,1,0.166666667,1,0.166666667
16176,1,0.04,0,0,1,0.04
16177,1,0.045454545,1,0.045454545,0,0
16178,0,0,2,0.090909091,0,0
16179,1,0.04,2,0.08,2,0.08
16180,1,0.043478261,3,0.130434783,0,0
16181,1,0.05,2,0.1,0,0
16182,1,0.052631579,2,0.105263158,0,0
16183,1,0.038461538,3,0.115384615,0,0
16184,1,0.052631579,2,0.105263158,0,0
16185,1,0.0625,0,0,0,0
16186,1,0.2,0,0,1,0.2
16187,0,0,0,0,0,0
16188,0,0,2,0.133333333,0,0
16189,0,0,1,0.04,0,0
16190,0,0,0,0,0,0
16191,0,0,0,0,3,0.15
16192,0,0,2,0.095238095,1,0.047619048
16193,1,0.058823529,1,0.058823529,1,0.058823529
16194,1,0.052631579,0,0,1,0.052631579
16195,0,0,0,0,1,0.058823529
16196,0,0,0,0,0,0
16197,1,0.041666667,0,0,0,0
16198,0,0,0,0,0,0
16199,1,0.083333333,3,0.25,0,0
16200,1,0.045454545,2,0.090909091,0,0
16201,1,0.043478261,3,0.130434783,0,0
16202,1,0.052631579,1,0.052631579,0,0
16203,0,0,0,0,0,0
16204,0,0,0,0,0,0
16205,1,0.043478261,1,0.043478261,3,0.130434783
16206,0,0,3,0.230769231,1,0.076923077
16207,0,0,0,0,0,0
16208,1,0.055555556,1,0.055555556,1,0.055555556
16209,1,0.090909091,0,0,0,0
16210,1,0.047619048,0,0,4,0.19047619
16211,1,0.166666667,0,0,0,0
16212,0,0,0,0,0,0
16213,0,0,0,0,0,0
16214,0,0,0,0,1,0.045454545
16215,0,0,0,0,0,0
16216,1,0.04,1,0.04,0,0
16217,1,0.041666667,1,0.041666667,0,0
16218,0,0,0,0,2,0.083333333
16219,0,0,1,0.045454545,0,0
16220,1,0.25,1,0.25,0,0
16221,1,0.037037037,1,0.037037037,1,0.037037037
16222,0,0,0,0,0,0
16223,0,0,0,0,1,0.043478261
16224,1,0.166666667,0,0,1,0.166666667
16225,1,0.041666667,2,0.083333333,0,0
16226,0,0,0,0,1,0.111111111
16227,1,0.2,1,0.2,0,0
16228,1,0.25,1,0.25,0,0
16229,2,0.133333333,3,0.2,0,0
16230,1,0.071428571,2,0.142857143,0,0
16231,1,0.142857143,1,0.142857143,0,0
16232,1,0.083333333,1,0.083333333,2,0.166666667
16233,2,0.153846154,0,0,2,0.153846154
16234,1,0.090909091,1,0.090909091,0,0
16235,1,0.142857143,0,0,1,0.142857143
16236,0,0,1,0.034482759,0,0
16237,1,0.0625,0,0,1,0.0625
16238,1,0.066666667,2,0.133333333,0,0
16239,0,0,1,0.076923077,0,0
16240,0,0,0,0,0,0
16241,0,0,0,0,0,0
16242,1,0.041666667,2,0.083333333,2,0.083333333
16243,0,0,1,0.111111111,0,0
16244,1,0.076923077,0,0,0,0
16245,0,0,1,0.043478261,0,0
16246,0,0,3,0.111111111,1,0.037037037
16247,0,0,1,0.038461538,0,0
16248,1,0.071428571,2,0.142857143,0,0
16249,1,0.04,4,0.16,1,0.04
16250,1,0.037037037,0,0,1,0.037037037
16251,1,0.083333333,1,0.083333333,2,0.166666667
16252,1,0.1,0,0,0,0
16253,0,0,0,0,1,0.058823529
16254,0,0,1,0.071428571,0,0
16255,1,0.071428571,4,0.285714286,0,0
16256,0,0,2,0.083333333,2,0.083333333
16257,1,0.1,1,0.1,0,0
16258,1,0.076923077,0,0,1,0.076923077
16259,0,0,2,0.086956522,1,0.043478261
16260,1,0.142857143,0,0,1,0.142857143
16261,1,0.090909091,1,0.090909091,0,0
16262,1,0.03125,2,0.0625,2,0.0625
16263,1,0.047619048,1,0.047619048,2,0.095238095
16264,1,0.033333333,2,0.066666667,0,0
16265,1,0.0625,2,0.125,1,0.0625
16266,1,0.045454545,5,0.227272727,0,0
16267,0,0,1,0.125,0,0
16268,1,0.034482759,2,0.068965517,2,0.068965517
16269,1,0.142857143,1,0.142857143,0,0
16270,0,0,0,0,0,0
16271,1,0.043478261,2,0.086956522,0,0
16272,1,0.047619048,2,0.095238095,0,0
16273,1,0.0625,1,0.0625,0,0
16274,0,0,0,0,0,0
16275,1,0.041666667,3,0.125,0,0
16276,1,0.076923077,2,0.153846154,0,0
16277,0,0,0,0,1,0.04
16278,0,0,1,0.047619048,1,0.047619048
16279,1,0.071428571,0,0,0,0
16280,0,0,1,0.058823529,0,0
16281,1,0.05,4,0.2,1,0.05
16282,1,0.125,1,0.125,0,0
16283,1,0.076923077,3,0.230769231,0,0
16284,1,0.037037037,3,0.111111111,0,0
16285,1,0.0625,1,0.0625,0,0
16286,1,0.111111111,0,0,1,0.111111111
16287,1,0.166666667,1,0.166666667,0,0
16288,1,0.166666667,1,0.166666667,0,0
16289,0,0,0,0,0,0
16290,0,0,2,0.133333333,0,0
16291,1,0.076923077,1,0.076923077,0,0
16292,0,0,0,0,0,0
16293,0,0,3,0.157894737,0,0
16294,1,0.035714286,2,0.071428571,1,0.035714286
16295,1,0.0625,1,0.0625,0,0
16296,1,0.083333333,2,0.166666667,0,0
16297,1,0.052631579,2,0.105263158,0,0
16298,0,0,2,0.133333333,0,0
16299,1,0.083333333,0,0,0,0
16300,1,0.142857143,0,0,0,0
16301,1,0.0625,1,0.0625,0,0
16302,2,0.083333333,2,0.083333333,1,0.041666667
16303,0,0,1,0.052631579,0,0
16304,1,0.05,0,0,0,0
16305,0,0,4,0.148148148,2,0.074074074
16306,1,0.03030303,3,0.090909091,0,0
16307,0,0,1,0.045454545,0,0
16308,1,0.058823529,2,0.117647059,0,0
16309,0,0,0,0,0,0
16310,0,0,2,0.086956522,1,0.043478261
16311,0,0,0,0,0,0
16312,1,0.1,1,0.1,0,0
16313,0,0,0,0,0,0
16314,1,0.058823529,0,0,0,0
16315,1,0.2,1,0.2,0,0
16316,1,0.052631579,2,0.105263158,0,0
16317,0,0,1,0.037037037,1,0.037037037
16318,0,0,1,0.05,0,0
16319,0,0,0,0,0,0
16320,0,0,0,0,0,0
16321,1,0.083333333,0,0,1,0.083333333
16322,0,0,0,0,0,0
16323,0,0,0,0,0,0
16324,0,0,0,0,0,0
16325,1,0.071428571,0,0,1,0.071428571
16326,0,0,1,0.037037037,1,0.037037037
16327,0,0,0,0,0,0
16328,0,0,1,0.090909091,0,0
16329,0,0,0,0,0,0
16330,0,0,1,0.055555556,0,0
16331,1,0.041666667,0,0,0,0
16332,1,0.045454545,1,0.045454545,1,0.045454545
16333,2,0.090909091,8,0.363636364,0,0
16334,0,0,0,0,2,0.166666667
16335,1,0.1,0,0,0,0
16336,1,0.037037037,1,0.037037037,1,0.037037037
16337,1,0.111111111,2,0.222222222,0,0
16338,1,0.111111111,2,0.222222222,0,0
16339,0,0,1,0.066666667,0,0
16340,0,0,1,0.052631579,0,0
16341,0,0,1,0.090909091,0,0
16342,0,0,0,0,3,0.15
16343,0,0,0,0,1,0.052631579
16344,0,0,0,0,1,0.037037037
16345,0,0,4,0.137931034,1,0.034482759
16346,1,0.166666667,2,0.333333333,0,0
16347,0,0,0,0,0,0
16348,0,0,0,0,1,0.05
16349,1,0.166666667,1,0.166666667,0,0
16350,1,0.066666667,4,0.266666667,0,0
16351,1,0.037037037,2,0.074074074,0,0
16352,0,0,0,0,1,0.071428571
16353,1,0.05,1,0.05,0,0
16354,0,0,0,0,1,0.04
16355,0,0,0,0,1,0.111111111
16356,2,0.068965517,1,0.034482759,1,0.034482759
16357,0,0,0,0,0,0
16358,1,0.047619048,2,0.095238095,0,0
16359,1,0.0625,1,0.0625,2,0.125
16360,0,0,1,0.076923077,0,0
16361,1,0.111111111,1,0.111111111,0,0
16362,0,0,0,0,0,0
16363,1,0.055555556,2,0.111111111,0,0
16364,1,0.2,0,0,1,0.2
16365,0,0,1,0.1,0,0
16366,1,0.125,0,0,0,0
16367,1,0.142857143,0,0,0,0
16368,1,0.1,0,0,0,0
16369,1,0.071428571,1,0.071428571,0,0
16370,1,0.2,0,0,0,0
16371,0,0,0,0,2,0.285714286
16372,0,0,0,0,0,0
16373,0,0,1,0.055555556,0,0
16374,0,0,7,0.411764706,0,0
16375,0,0,1,0.166666667,0,0
16376,1,0.066666667,1,0.066666667,0,0
16377,1,0.058823529,2,0.117647059,0,0
16378,0,0,1,0.058823529,1,0.058823529
16379,1,0.125,1,0.125,0,0
16380,1,0.142857143,2,0.285714286,0,0
16381,1,0.038461538,2,0.076923077,2,0.076923077
16382,2,0.111111111,2,0.111111111,1,0.055555556
16383,2,0.076923077,1,0.038461538,0,0
16384,1,0.04,1,0.04,2,0.08
16385,2,0.074074074,1,0.037037037,1,0.037037037
16386,0,0,0,0,0,0
16387,2,0.08,2,0.08,2,0.08
16388,0,0,0,0,0,0
16389,0,0,0,0,2,0.095238095
16390,1,0.05,2,0.1,1,0.05
16391,1,0.1,1,0.1,1,0.1
16392,1,0.111111111,0,0,0,0
16394,1,0.090909091,2,0.181818182,1,0.090909091
16395,1,0.041666667,2,0.083333333,1,0.041666667
16396,2,0.117647059,2,0.117647059,0,0
16397,0,0,1,0.058823529,0,0
16398,0,0,0,0,0,0
16399,0,0,2,0.125,1,0.0625
16400,1,0.055555556,1,0.055555556,0,0
16401,0,0,1,0.066666667,0,0
16402,0,0,0,0,1,0.111111111
16403,1,0.05,2,0.1,1,0.05
16404,0,0,3,0.157894737,1,0.052631579
16405,1,0.04,0,0,1,0.04
16406,1,0.047619048,0,0,1,0.047619048
16407,1,0.035714286,0,0,0,0
16408,1,0.043478261,3,0.130434783,2,0.086956522
